flavor,flavor2,pairing_count,avg_rating,avg_success
honey,peach,32,2.81,0.37
cashew,cocoa,5,2.8,0.74
apple,pistachio,3,2.8,0.7
cranberry,pumpkin,5,2.8,0.64
hazelnut,maple,5,2.8,0.62
ginger,maple,27,2.8,0.6
honey,rosemary,5,2.8,0.55
caramel,graham,5,2.8,0.53
almond,grape,5,2.8,0.52
cardamom,cranberry,5,2.8,0.51
caramel,vanilla,41,2.8,0.47
cranberry,mint,10,2.8,0.45
cinnamon,grape,15,2.8,0.44
peanut,rum,5,2.8,0.41
maple,raspberry,5,2.8,0.34
marshmallow,walnut,7,2.79,0.68
peanut,walnut,7,2.79,0.47
chocolate,date,12,2.79,0.43
cherry,walnut,19,2.79,0.42
cinnamon,pomegranate,7,2.79,0.37
coffee,rum,23,2.78,0.52
bay,orange,9,2.78,0.43
banana,ginger,11,2.77,0.61
apple,honey,33,2.77,0.48
grape,lemon,31,2.77,0.43
lemon,pepper,17,2.76,0.45
cherry,honey,21,2.76,0.32
cocoa,grape,2,2.75,0.81
honey,pretzel,2,2.75,0.73
allspice,coffee,4,2.75,0.72
blackberry,coconut,6,2.75,0.7
cocoa,pineapple,2,2.75,0.7
chestnut,orange,2,2.75,0.7
orange,rosemary,2,2.75,0.69
allspice,caramel,4,2.75,0.66
blackberry,rose,3,2.75,0.66
basil,ricotta,2,2.75,0.66
bay,cinnamon,4,2.75,0.64
cherry,pepper,6,2.75,0.59
oat,raisin,15,2.75,0.56
cocoa,earl,2,2.75,0.53
cinnamon,coffee,54,2.75,0.52
cranberry,rhubarb,2,2.75,0.52
marshmallow,vanilla,34,2.75,0.5
allspice,maple,10,2.75,0.47
coffee,pear,2,2.75,0.46
honey,whisky,2,2.75,0.44
oat,whisky,2,2.75,0.42
cranberry,vodka,2,2.75,0.42
lime,raisin,2,2.75,0.41
raspberry,whisky,2,2.75,0.39
cocoa,pumpkin,2,2.75,0.36
banana,tequila,2,2.75,0.35
honey,tequila,2,2.75,0.35
mint,pecan,4,2.75,0.35
chestnut,cocoa,2,2.75,0.3
pumpkin,ricotta,2,2.75,0.27
grape,walnut,2,2.75,0.05
banana,coconut,35,2.74,0.54
apricot,honey,28,2.73,0.34
lemon,lemongrass,2,2.71,0.54
apple,caramel,12,2.71,0.49
apricot,nutmeg,17,2.71,0.49
banana,cashew,7,2.71,0.45
apricot,pistachio,7,2.71,0.41
cinnamon,rose,10,2.71,0.36
chocolate,ricotta,12,2.71,0.35
clove,coconut,5,2.7,0.48
chocolate,maple,20,2.7,0.47
hazelnut,lime,5,2.7,0.46
lime,rum,27,2.7,0.4
rose,walnut,5,2.7,0.33
orange,rum,35,2.69,0.49
coconut,orange,34,2.69,0.48
anise,lemon,16,2.69,0.3
anise,cinnamon,20,2.68,0.48
caramel,ginger,9,2.67,0.67
almond,rose,5,2.67,0.66
apple,blueberry,2,2.67,0.59
ginger,gingerbread,2,2.67,0.57
banana,clove,3,2.67,0.51
honey,peanut,9,2.67,0.51
cardamom,ricotta,3,2.67,0.49
blackberry,honey,6,2.67,0.45
apricot,orange,44,2.67,0.44
caramel,orange,6,2.67,0.43
lime,pear,6,2.67,0.39
almond,date,18,2.67,0.36
cardamom,pomegranate,3,2.67,0.34
fig,rum,6,2.67,0.34
vanilla,vodka,6,2.67,0.13
blackberry,pineapple,3,2.67,0.03
cashew,vanilla,19,2.66,0.55
coconut,honey,19,2.66,0.47
almond,lime,20,2.65,0.51
apple,mango,2,2.65,0.43
caramel,coffee,4,2.63,0.65
brandy,grape,4,2.63,0.44
almond,caramel,4,2.63,0.43
mango,pineapple,32,2.63,0.41
coconut,curry,4,2.63,0.4
tahini,vanilla,4,2.63,0.25
lime,pecan,5,2.6,0.65
caramel,peanut,5,2.6,0.57
allspice,mint,5,2.6,0.36
blueberry,mango,5,2.6,0.32
anise,mint,5,2.6,0.3
honey,ricotta,16,2.59,0.48
lime,orange,18,2.58,0.41
bay,vanilla,7,2.57,0.36
blackberry,lime,14,2.57,0.34
cherry,mint,7,2.57,0.31
honey,thyme,10,2.55,0.46
apricot,pecan,18,2.53,0.42
coffee,pepper,2,2.5,0.84
chai,pumpkin,1,2.5,0.8
pecan,rhubarb,1,2.5,0.8
expresso,vanilla,1,2.5,0.75
mint,pumpkin,1,2.5,0.75
expresso,hazelnut,1,2.5,0.75
ginger,rose,1,2.5,0.75
chocolate,expresso,1,2.5,0.75
mint,thyme,1,2.5,0.69
banana,marshmallow,1,2.5,0.69
basil,pear,1,2.5,0.69
mint,sage,1,2.5,0.67
chestnut,hazelnut,1,2.5,0.63
mint,walnut,5,2.5,0.6
chestnut,ginger,1,2.5,0.6
cardamom,pumpkin,5,2.5,0.6
banana,blueberry,3,2.5,0.6
oatmeal,walnut,1,2.5,0.58
cashew,maple,4,2.5,0.58
allspice,oatmeal,1,2.5,0.58
strawberry,thyme,2,2.5,0.57
chocolate,saffron,1,2.5,0.56
apricot,plum,9,2.5,0.56
banana,coffee,4,2.5,0.56
mint,saffron,1,2.5,0.56
pomegranate,raspberry,5,2.5,0.55
ginger,rhubarb,9,2.5,0.52
brandy,oatmeal,1,2.5,0.5
nutmeg,pretzel,1,2.5,0.5
apple,pretzel,1,2.5,0.5
mango,pecan,2,2.5,0.5
maple,marshmallow,1,2.5,0.5
cranberry,peach,1,2.5,0.5
lemon,pretzel,1,2.5,0.5
cocoa,pear,3,2.5,0.49
grape,rose,2,2.5,0.46
mint,nutmeg,6,2.5,0.45
apple,cashew,3,2.5,0.43
fennel,lemon,8,2.5,0.42
caramel,pineapple,2,2.5,0.41
lime,peach,10,2.5,0.41
maple,oat,10,2.5,0.38
peach,ricotta,4,2.5,0.36
fig,rose,2,2.5,0.35
earl,vanilla,4,2.5,0.35
ginger,saffron,2,2.5,0.34
cinnamon,saffron,2,2.5,0.34
cashew,rose,1,2.5,0.33
date,maple,3,2.5,0.33
coffee,peanut,3,2.5,0.32
apricot,cashew,3,2.5,0.32
ginger,pomegranate,3,2.5,0.26
apricot,mint,10,2.5,0.25
strawberry,tarragon,3,2.5,0.23
honey,saffron,4,2.5,0.22
avocado,basil,1,2.5,0.2
avocado,banana,1,2.5,0.2
banana,basil,1,2.5,0.2
raisin,strawberry,1,2.5,0.1
mint,rose,2,2.5,0.07
almond,vodka,1,2.5,0
ginger,vodka,1,2.5,0
matcha,raspberry,1,2.5,0
apple,peach,4,2.45,0.38
chocolate,pineapple,8,2.44,0.45
mint,rum,8,2.44,0.41
apricot,peach,8,2.44,0.38
anise,nutmeg,7,2.43,0.48
anise,orange,15,2.43,0.31
mint,pistachio,6,2.42,0.21
coconut,mint,11,2.41,0.44
raisin,saffron,5,2.4,0.53
coffee,marshmallow,5,2.4,0.5
hazelnut,rum,5,2.4,0.42
ginger,marshmallow,4,2.4,0.39
apricot,walnut,21,2.4,0.38
blueberry,honey,10,2.4,0.3
caramel,chocolate,28,2.39,0.5
strawberry,tequila,4,2.38,0.62
nutmeg,peanut,4,2.38,0.55
apple,thyme,4,2.38,0.52
caramel,coconut,4,2.38,0.43
lemon,vodka,4,2.38,0.41
coconut,date,8,2.38,0.27
apricot,lime,8,2.38,0.27
clove,maple,14,2.36,0.54
coffee,whiskey,11,2.36,0.49
cashew,hazelnut,3,2.33,0.6
cashew,cinnamon,3,2.33,0.59
caramel,pumpkin,6,2.33,0.59
chocolate,plum,3,2.33,0.51
honey,marshmallow,3,2.33,0.49
coconut,pear,3,2.33,0.34
plum,rum,3,2.33,0.33
chocolate,tahini,3,2.33,0.31
blueberry,hazelnut,6,2.33,0.29
clove,rose,2,2.33,0.28
coffee,pistachio,3,2.33,0.27
tarragon,vanilla,3,2.33,0.23
mango,strawberry,14,2.32,0.06
banana,mango,12,2.29,0.34
lemon,thyme,12,2.29,0.32
basil,thyme,2,2.25,0.6
lemon,matcha,2,2.25,0.57
grape,pumpkin,2,2.25,0.55
cilantro,mango,2,2.25,0.46
blueberry,pineapple,4,2.25,0.41
cocoa,cranberry,4,2.25,0.4
clove,lime,4,2.25,0.34
apple,pomegranate,3,2.25,0.2
earl,orange,4,2.25,0.09
thyme,vanilla,12,2.21,0.34
allspice,graham,5,2.2,0.34
orange,peanut,5,2.2,0.33
cinnamon,peanut,13,2.19,0.46
coconut,raspberry,14,2.18,0.43
fennel,orange,3,2.17,0.58
anise,pistachio,3,2.17,0.56
earl,honey,3,2.17,0.48
peach,pineapple,6,2.17,0.43
bay,pear,3,2.17,0.34
grape,lime,6,2.17,0.33
almond,fennel,3,2.17,0.26
fennel,raisin,3,2.17,0.26
honey,vodka,3,2.17,0.22
blueberry,coconut,10,2.15,0.46
coconut,maple,11,2.14,0.3
maple,rum,4,2.13,0.59
grape,peanut,4,2.13,0.56
chocolate,pumpkin,11,2.09,0.27
banana,peach,6,2.08,0.36
cashew,coconut,7,2.07,0.41
banana,maple,8,2.06,0.38
caramel,honey,1,2,0.6
caramel,tequila,1,2,0.6
plum,vodka,2,2,0.59
blueberry,rum,3,2,0.54
anise,pumpkin,2,2,0.5
almond,chestnut,1,2,0.5
bay,honey,2,2,0.49
coffee,date,2,2,0.47
allspice,grape,4,2,0.46
cocoa,ricotta,3,2,0.44
cashew,raspberry,2,2,0.4
pepper,rhubarb,1,2,0.4
lime,rose,2,2,0.4
clove,grape,7,2,0.39
nutmeg,pomegranate,2,2,0.34
date,raspberry,4,2,0.23
lime,pomegranate,3,2,0.19
banana,date,2,2,0.05
anise,cashew,2,2,0.05
pepper,pomegranate,2,2,0.05
lime,saffron,1,2,0
pineapple,ricotta,1,2,0
clove,saffron,1,2,0
pear,saffron,1,2,0
blackberry,thyme,1,2,0
banana,saffron,1,2,0
maple,peanut,5,1.9,0.47
cardamom,coffee,5,1.9,0.35
chocolate,matcha,5,1.9,0.33
cherry,peanut,5,1.9,0.3
coconut,hazelnut,5,1.9,0.2
grape,nutmeg,4,1.88,0.28
coconut,pretzel,3,1.83,0.47
fig,strawberry,2,1.75,0.49
carrot,honey,2,1.75,0.47
lemon,sage,2,1.75,0.46
fennel,pistachio,2,1.75,0.46
coconut,vodka,2,1.75,0.45
cashew,rum,2,1.75,0.44
chamomile,vanilla,2,1.75,0.43
banana,brandy,2,1.75,0.42
banana,raisin,4,1.75,0.41
pepper,pumpkin,2,1.75,0.39
maple,plum,2,1.75,0.38
caramel,pepper,2,1.75,0.38
maple,pineapple,2,1.75,0.38
banana,plum,2,1.75,0.38
matcha,strawberry,2,1.75,0.34
lime,pistachio,6,1.75,0.34
cherry,lime,6,1.75,0.29
mango,tequila,2,1.75,0.05
orange,saffron,2,1.75,0.05
raspberry,tarragon,2,1.75,0.05
cranberry,strawberry,2,1.75,0.05
curry,ginger,2,1.75,0.05
almond,hibiscus,2,1.75,0.05
rum,tequila,2,1.75,0.05
cherry,fennel,2,1.75,0.05
mango,pomegranate,2,1.75,0
marshmallow,pumpkin,3,1.67,0.32
chocolate,mango,4,1.63,0.23
blackberry,pistachio,2,1.5,0.44
caramel,marshmallow,2,1.5,0.41
cranberry,pepper,2,1.5,0.41
honey,pomegranate,6,1.5,0.4
mango,maple,2,1.5,0.38
apricot,peanut,2,1.5,0.38
pecan,plum,2,1.5,0.34
grape,maple,1,1.5,0.33
almond,pretzel,2,1.5,0.32
matcha,vanilla,6,1.5,0.25
coffee,cranberry,2,1.5,0.25
honey,whiskey,3,1.5,0.22
banana,oat,5,1.5,0.21
saffron,vanilla,3,1.5,0.19
mango,raisin,2,1.5,0.17
apricot,tarragon,2,1.5,0.05
cucumber,lime,2,1.5,0.05
hibiscus,vanilla,2,1.5,0.05
coconut,pomegranate,2,1.5,0
fig,whiskey,1,1.5,0
pineapple,pomegranate,2,1.5,0
anise,rum,3,1.33,0.22
maple,mascarpone,2,1.25,0.42
honey,sage,2,1.25,0.34
cashew,nutmeg,2,1.25,0.28
cinnamon,pretzel,2,1.25,0.25
coconut,marshmallow,4,1.25,0.17
apple,fennel,3,1.17,0.03
banana,blackberry,1,1,0.33
apricot,earl,3,1,0.31
cilantro,raisin,1,1,0
gingerbread,pumpkin,1,1,0
chestnut,lemon,1,1,0
cilantro,vanilla,1,1,0
cilantro,pineapple,1,1,0
gingerbread,marshmallow,1,1,0
gingerbread,vanilla,1,1,0
apple,gingerbread,1,1,0
basil,chocolate,1,1,0
mint,raisin,1,1,0
apple,marshmallow,1,1,0
pomegranate,rhubarb,1,1,0
cilantro,cinnamon,1,1,0
chestnut,ricotta,1,1,0
cilantro,mint,1,1,0
mango,peach,2,0.5,0
oat,pepper,1,0,0.1
anise,bay,1,0,0.1
bay,pumpkin,1,0,0.1
pistachio,pomegranate,1,0,0
blueberry,zucchini,1,0,0
anise,hibiscus,1,0,0
lime,maple,1,0,0
anise,mascarpone,1,0,0
oat,whiskey,1,0,0
coconut,matcha,3,0,0
maple,vodka,1,0,0
caramel,clove,2,0,0
caramel,maple,2,0,0
almond,matcha,1,0,0
raspberry,whiskey,1,0,0
cashew,clove,1,0,0
chocolate,hibiscus,1,0,0
champagne,tarragon,1,0,0
cardamom,grape,1,0,0
chamomile,lemon,1,0,0
coconut,thyme,1,0,0
banana,pomegranate,1,0,0
grape,mango,1,0,0
chocolate,thyme,1,0,0
anise,peach,1,0,0
graham,grape,1,0,0
fennel,walnut,1,0,0
brandy,whiskey,1,0,0
peach,pomegranate,1,0,0
date,strawberry,1,0,0
date,ricotta,1,0,0
anise,coconut,1,0,0
blackberry,vodka,1,0,0
coconut,plum,1,0,0
cashew,mint,1,0,0
raspberry,zucchini,1,0,0
mascarpone,zucchini,1,0,0
cinnamon,hibiscus,1,0,0
coffee,maple,1,0,0
pistachio,plum,1,0,0
matcha,oat,1,0,0
cardamom,tahini,1,0,0
blueberry,tequila,1,0,0
almond,sage,1,0,0
matcha,vodka,1,0,0
caramel,cardamom,1,0,0
coconut,fig,1,0,0
maple,pepper,1,0,0
orange,sage,1,0,0
allspice,peanut,1,0,0
coconut,passionfruit,1,0,0
grape,pepper,1,0,0
banana,matcha,1,0,0
grape,rosemary,1,0,0
curry,mango,1,0,0
lemongrass,pepper,1,0,0
bay,plum,1,0,0
pecan,pistachio,1,0,0
anise,grape,1,0,0
oat,thyme,1,0,0
earl,nutmeg,1,0,0
earl,hazelnut,1,0,0
anise,hazelnut,1,0,0
peach,vodka,2,0,0
maple,matcha,1,0,0
hibiscus,rum,1,0,0
hibiscus,nutmeg,1,0,0
apricot,champagne,1,0,0
almond,thyme,1,0,0
cucumber,ginger,1,0,0
earl,plum,1,0,0
date,peanut,1,0,0
